date,product_id,sales_units,price,discount,stock_level,rating,is_sale_period,holiday,weather,ad_spend,initial_stock,daily_restock,warehouse_id
2026-04-14,Lakme Absolute Skin Natural Mousse,58,1584.76,6.05,770,3.5,1,0,Sunny,13422.42,828,0,W2
2026-04-14,Bobbi Brown Instant Full Cover Concealer,32,2219.32,21.45,595,4.4,0,0,Sunny,7975.96,996,50,W2
2026-04-14,L'Oreal Paris Voluminous Mascara,65,4565.46,20.04,601,3.7,0,0,Stormy,48778.74,900,0,W1
2026-04-14,Revlon Colorstay Liquid Eyeliner,48,4162.78,28.82,628,3.7,0,0,Stormy,45614.17,676,100,W2
2026-04-14,MAC Studio Fix Powder Plus Foundation,75,1752.59,7.33,181,4.6,0,0,Sunny,49002.84,596,50,W2
2026-04-15,Bobbi Brown Instant Full Cover Concealer,45,4867.7,14.79,1053,3.8,0,0,Rainy,20211.37,1098,50,W3
2026-04-15,Nykaa Matte Nail Enamel,68,537.3,24.09,713,3.6,0,1,Rainy,49270.18,781,100,W1
2026-04-15,Revlon Colorstay Liquid Eyeliner,65,889.37,25.44,327,4.9,0,0,Sunny,24813.06,888,0,W1
2026-04-15,Maybelline Superstay Matte Ink Lipstick,62,4643.61,22.01,260,4.4,0,0,Rainy,36011.86,511,100,W2
2026-04-15,Huda Beauty Rose Gold Remastered Eyeshadow,32,843.46,24.36,652,4.4,0,0,Sunny,42995.61,841,0,W2
2026-04-15,MAC Studio Fix Powder Plus Foundation,76,748.79,23.81,1011,4.1,0,1,Snowy,16101.66,1087,0,W1
2026-04-15,The Ordinary Niacinamide 10% + Zinc 1% Serum,52,3817.31,1.82,527,4.4,0,0,Sunny,43083.51,748,0,W2
2026-04-15,L'Oreal Paris Voluminous Mascara,65,1766.39,0.68,564,4.2,0,0,Sunny,11842.29,810,100,W3
2026-04-15,Clinique Moisture Surge Hydrator,41,994.97,14.82,388,3.7,0,0,Rainy,48934.26,863,100,W1
2026-04-16,L'Oreal Paris Voluminous Mascara,41,2461.28,28.42,438,3.6,0,0,Sunny,20027.07,875,0,W1
2026-04-16,Bobbi Brown Instant Full Cover Concealer,96,1970.18,10.02,479,4.0,0,0,Snowy,8407.27,842,50,W1
2026-04-16,Maybelline Superstay Matte Ink Lipstick,71,4185.82,11.6,174,4.1,0,0,Sunny,36294.22,715,50,W3
2026-04-16,Nykaa Matte Nail Enamel,39,1158.21,10.02,501,4.7,0,0,Rainy,25613.29,750,0,W1
2026-04-16,Huda Beauty Rose Gold Remastered Eyeshadow,10,1538.12,22.05,326,3.5,0,0,Snowy,42491.71,846,50,W3
2026-04-16,Lakme Absolute Skin Natural Mousse,80,1495.03,26.64,677,3.5,0,0,Sunny,47751.09,757,50,W3
2026-04-16,The Ordinary Niacinamide 10% + Zinc 1% Serum,46,3900.92,7.77,575,3.9,0,0,Sunny,44709.25,621,0,W3
2026-04-17,Huda Beauty Rose Gold Remastered Eyeshadow,75,1082.48,19.57,779,4.1,0,0,Sunny,25370.42,854,0,W3
2026-04-17,Revlon Colorstay Liquid Eyeliner,21,2547.22,13.92,820,4.6,1,0,Stormy,32553.9,841,0,W1
2026-04-17,Clinique Moisture Surge Hydrator,31,4998.98,24.46,318,4.3,0,0,Rainy,37583.19,941,0,W3
2026-04-17,Bobbi Brown Instant Full Cover Concealer,45,3314.94,21.6,323,4.5,0,1,Snowy,30838.04,540,0,W1
2026-04-17,Maybelline Superstay Matte Ink Lipstick,67,3185.9,7.05,535,3.6,0,0,Rainy,38176.81,950,0,W3
2026-04-18,Maybelline Superstay Matte Ink Lipstick,64,2520.5,12.06,488,4.8,1,0,Sunny,45580.49,747,100,W3
2026-04-18,Huda Beauty Rose Gold Remastered Eyeshadow,22,1268.92,25.79,395,4.6,1,0,Sunny,5769.91,704,0,W3
2026-04-18,Clinique Moisture Surge Hydrator,59,1507.41,3.54,459,4.0,0,0,Sunny,19481.65,691,0,W2
2026-04-18,Nykaa Matte Nail Enamel,42,1521.02,20.53,529,4.4,0,0,Sunny,20413.15,571,50,W2
2026-04-18,Revlon Colorstay Liquid Eyeliner,14,1129.63,2.71,925,4.7,0,0,Sunny,37691.82,939,50,W1
2026-04-18,MAC Studio Fix Powder Plus Foundation,62,1804.71,12.38,217,3.9,0,1,Sunny,10124.56,945,0,W2
2026-04-19,Nykaa Matte Nail Enamel,35,4689.8,16.54,659,4.2,0,0,Sunny,45229.71,916,100,W1
2026-04-19,The Ordinary Niacinamide 10% + Zinc 1% Serum,61,3351.93,18.76,480,4.8,0,0,Sunny,31350.69,541,0,W1
2026-04-19,Clinique Moisture Surge Hydrator,55,1107.1,2.69,421,4.2,0,0,Sunny,15804.95,665,0,W2
2026-04-19,Revlon Colorstay Liquid Eyeliner,62,3633.07,7.08,349,4.9,0,0,Sunny,18717.99,525,50,W2
2026-04-19,L'Oreal Paris Voluminous Mascara,35,2783.4,2.15,729,4.2,0,0,Rainy,36874.46,963,0,W1
2026-04-19,Bobbi Brown Instant Full Cover Concealer,50,632.13,29.62,468,4.2,0,1,Snowy,11372.43,798,0,W3
2026-04-19,Lakme Absolute Skin Natural Mousse,32,1016.68,25.56,276,4.1,0,0,Sunny,49633.14,512,50,W3
2026-04-19,MAC Studio Fix Powder Plus Foundation,44,2093.55,9.09,753,4.5,0,0,Sunny,42608.15,937,100,W3
2026-04-20,Nykaa Matte Nail Enamel,46,854.75,25.46,707,4.0,0,0,Stormy,47160.08,789,50,W1
2026-04-20,Clinique Moisture Surge Hydrator,72,1108.93,7.0,368,4.5,0,0,Rainy,33230.24,502,0,W1
2026-04-20,L'Oreal Paris Voluminous Mascara,34,1724.72,27.69,454,4.6,0,0,Sunny,12877.0,768,0,W2
2026-04-20,The Ordinary Niacinamide 10% + Zinc 1% Serum,77,2362.12,18.25,531,3.6,0,0,Stormy,32064.1,856,0,W2
2026-04-20,Revlon Colorstay Liquid Eyeliner,41,4584.48,25.68,504,4.8,0,0,Sunny,30387.31,680,0,W2
2026-04-20,MAC Studio Fix Powder Plus Foundation,47,1125.35,22.29,187,4.9,1,0,Sunny,48175.98,502,0,W2
2026-04-20,Lakme Absolute Skin Natural Mousse,22,664.85,28.0,673,3.7,0,0,Stormy,43646.34,695,50,W3
2026-04-20,Maybelline Superstay Matte Ink Lipstick,18,3844.3,27.2,73,3.8,0,0,Sunny,38228.63,691,50,W3
2026-04-20,Bobbi Brown Instant Full Cover Concealer,64,1925.94,20.22,575,4.0,1,0,Sunny,13846.15,883,50,W1
2026-04-21,The Ordinary Niacinamide 10% + Zinc 1% Serum,15,3851.22,12.38,491,4.9,0,0,Sunny,9280.3,929,0,W1
2026-04-21,L'Oreal Paris Voluminous Mascara,28,2223.44,2.03,535,4.7,1,0,Sunny,11806.38,569,0,W1
2026-04-21,Clinique Moisture Surge Hydrator,50,4217.21,28.91,216,3.7,1,0,Rainy,26889.56,587,50,W1
2026-04-21,Nykaa Matte Nail Enamel,31,2559.81,9.05,638,4.3,0,0,Sunny,19213.95,669,200,W2
2026-04-21,MAC Studio Fix Powder Plus Foundation,78,1385.47,15.46,751,4.9,1,0,Sunny,22243.52,988,50,W2
2026-04-21,Huda Beauty Rose Gold Remastered Eyeshadow,58,2268.12,29.21,598,4.8,0,0,Sunny,42999.7,656,0,W1
2026-04-21,Revlon Colorstay Liquid Eyeliner,54,4330.88,20.24,791,4.6,0,0,Sunny,46562.37,845,0,W3
2026-04-21,Bobbi Brown Instant Full Cover Concealer,54,2557.81,15.18,619,3.7,0,0,Rainy,48523.21,886,50,W2
2026-04-22,Huda Beauty Rose Gold Remastered Eyeshadow,39,535.63,18.14,767,4.5,0,0,Sunny,24772.01,806,0,W3
2026-04-22,Clinique Moisture Surge Hydrator,47,4819.49,17.39,303,3.6,0,0,Rainy,42736.32,990,0,W3
2026-04-22,Nykaa Matte Nail Enamel,34,1229.96,2.67,446,4.7,1,0,Snowy,15230.24,907,100,W3
2026-04-22,Revlon Colorstay Liquid Eyeliner,78,3426.58,0.27,494,4.7,0,0,Sunny,15663.11,633,50,W1
2026-04-22,The Ordinary Niacinamide 10% + Zinc 1% Serum,60,1401.51,24.47,762,4.5,1,0,Sunny,16019.56,822,0,W2
2026-04-22,MAC Studio Fix Powder Plus Foundation,36,4524.69,27.89,582,4.8,0,0,Sunny,20499.84,636,0,W3
2026-04-22,L'Oreal Paris Voluminous Mascara,48,856.74,0.69,560,4.7,0,0,Rainy,19063.58,956,50,W1
2026-04-23,Lakme Absolute Skin Natural Mousse,95,4124.48,5.81,664,3.6,1,0,Sunny,12171.02,759,0,W1
2026-04-23,Nykaa Matte Nail Enamel,44,1072.22,20.61,580,5.0,0,0,Snowy,24397.9,700,0,W1
2026-04-23,Revlon Colorstay Liquid Eyeliner,50,3491.1,2.93,282,4.9,0,0,Rainy,23163.04,821,50,W2
2026-04-23,L'Oreal Paris Voluminous Mascara,81,1757.27,20.77,782,4.9,0,0,Stormy,24954.83,863,0,W1
2026-04-23,Clinique Moisture Surge Hydrator,77,564.19,5.47,1004,3.8,1,1,Sunny,8739.47,1081,0,W3
2026-04-24,Revlon Colorstay Liquid Eyeliner,42,3329.85,12.86,703,4.0,0,1,Rainy,26625.81,745,0,W3
2026-04-24,Huda Beauty Rose Gold Remastered Eyeshadow,47,1513.4,6.61,528,4.1,0,0,Rainy,33781.78,575,0,W3
2026-04-24,Lakme Absolute Skin Natural Mousse,65,1577.53,1.65,786,4.0,0,0,Stormy,30834.23,851,50,W2
2026-04-24,Nykaa Matte Nail Enamel,50,554.66,8.21,307,4.9,1,0,Snowy,20995.78,990,50,W2
2026-04-24,The Ordinary Niacinamide 10% + Zinc 1% Serum,48,3633.25,1.11,526,4.5,0,0,Sunny,47033.81,574,0,W3
2026-04-24,Maybelline Superstay Matte Ink Lipstick,27,3582.61,12.86,436,4.1,0,0,Sunny,39612.77,518,50,W3
2026-04-24,Bobbi Brown Instant Full Cover Concealer,60,4844.58,9.43,377,3.8,0,0,Sunny,12760.89,828,0,W2
2026-04-25,MAC Studio Fix Powder Plus Foundation,34,1922.72,25.72,367,4.2,0,1,Sunny,11441.61,993,0,W1
2026-04-25,Nykaa Matte Nail Enamel,53,4750.9,17.94,505,4.1,1,0,Snowy,38738.63,921,50,W2
2026-04-25,Revlon Colorstay Liquid Eyeliner,48,2879.27,15.28,316,4.2,0,0,Snowy,48878.02,623,0,W3
2026-04-25,Huda Beauty Rose Gold Remastered Eyeshadow,46,2110.95,29.32,257,4.9,0,0,Sunny,40535.35,540,50,W3
2026-04-25,Bobbi Brown Instant Full Cover Concealer,65,2510.81,25.48,623,4.0,1,0,Sunny,17907.78,835,0,W2
2026-04-25,The Ordinary Niacinamide 10% + Zinc 1% Serum,66,4206.63,19.28,565,4.5,0,0,Sunny,9695.6,631,50,W3
2026-04-26,Bobbi Brown Instant Full Cover Concealer,70,2956.57,12.13,319,4.9,1,1,Stormy,6165.72,992,100,W3
2026-04-26,Revlon Colorstay Liquid Eyeliner,71,3161.29,13.82,757,3.9,0,0,Snowy,19992.19,923,0,W1
2026-04-26,Huda Beauty Rose Gold Remastered Eyeshadow,65,1923.82,29.7,378,3.9,0,0,Sunny,8614.81,587,0,W2
2026-04-26,Lakme Absolute Skin Natural Mousse,21,4683.99,24.35,501,4.2,1,0,Sunny,44787.12,945,0,W2
2026-04-26,L'Oreal Paris Voluminous Mascara,59,4973.62,19.76,405,4.8,1,0,Snowy,33845.32,767,100,W2
2026-04-26,Clinique Moisture Surge Hydrator,51,4951.34,11.55,442,4.0,0,0,Snowy,9450.88,713,50,W2
2026-04-26,The Ordinary Niacinamide 10% + Zinc 1% Serum,49,636.08,22.7,724,3.7,0,0,Sunny,18522.81,962,0,W3
2026-04-26,Nykaa Matte Nail Enamel,47,1984.11,11.96,461,4.8,0,0,Stormy,9714.8,712,0,W1
2026-04-26,Maybelline Superstay Matte Ink Lipstick,45,2939.56,28.29,466,4.2,0,0,Sunny,17013.21,590,50,W2
2026-04-27,Huda Beauty Rose Gold Remastered Eyeshadow,62,4550.4,15.73,871,4.7,0,0,Stormy,33897.25,933,100,W3
2026-04-27,MAC Studio Fix Powder Plus Foundation,40,4562.19,10.35,382,4.2,0,0,Sunny,25685.1,783,0,W2
2026-04-27,Bobbi Brown Instant Full Cover Concealer,18,3484.69,29.57,674,3.8,1,0,Rainy,45003.96,692,0,W2
2026-04-27,The Ordinary Niacinamide 10% + Zinc 1% Serum,19,3324.76,12.68,712,4.4,0,0,Snowy,42861.98,731,50,W2
2026-04-27,Nykaa Matte Nail Enamel,38,3765.28,6.15,488,3.7,0,0,Sunny,5462.06,704,0,W3
2026-04-27,Clinique Moisture Surge Hydrator,66,3444.02,13.74,699,4.4,1,0,Stormy,18698.14,765,0,W2
2026-04-27,L'Oreal Paris Voluminous Mascara,74,3735.94,27.4,337,3.6,0,0,Sunny,45220.06,743,50,W3
2026-04-27,Lakme Absolute Skin Natural Mousse,66,3069.45,19.62,487,4.8,0,0,Sunny,20737.42,912,50,W1
2026-04-28,Bobbi Brown Instant Full Cover Concealer,43,2135.15,7.94,558,4.0,0,0,Stormy,38808.2,883,0,W3
2026-04-28,MAC Studio Fix Powder Plus Foundation,13,1280.4,17.91,405,3.5,1,0,Sunny,14834.21,928,0,W1
2026-04-28,Maybelline Superstay Matte Ink Lipstick,74,2505.85,8.91,223,4.4,1,0,Snowy,47584.47,813,100,W2
2026-04-28,The Ordinary Niacinamide 10% + Zinc 1% Serum,69,665.19,3.12,348,4.1,0,0,Sunny,27545.34,755,50,W3
2026-04-28,Lakme Absolute Skin Natural Mousse,15,922.76,25.04,941,3.7,0,0,Rainy,46665.28,956,100,W2
2026-04-28,Huda Beauty Rose Gold Remastered Eyeshadow,28,3608.2,29.16,673,3.8,0,0,Sunny,14736.74,701,0,W3
2026-04-28,Revlon Colorstay Liquid Eyeliner,55,3982.56,21.14,835,5.0,1,0,Snowy,29007.22,890,0,W3
2026-04-28,Nykaa Matte Nail Enamel,37,4392.84,11.27,540,4.0,0,0,Rainy,6018.18,577,0,W2
2026-04-28,Clinique Moisture Surge Hydrator,40,4684.94,17.8,468,4.3,0,0,Sunny,46645.74,940,0,W1
2026-04-29,Lakme Absolute Skin Natural Mousse,22,4046.27,22.27,409,4.4,0,0,Sunny,14979.82,759,0,W2
2026-04-29,Maybelline Superstay Matte Ink Lipstick,65,1367.8,22.53,405,4.2,0,0,Sunny,32516.36,617,50,W1
2026-04-29,Nykaa Matte Nail Enamel,37,4269.03,7.59,387,4.9,0,1,Sunny,39075.58,660,0,W1
2026-04-29,L'Oreal Paris Voluminous Mascara,54,1338.25,26.85,549,4.1,1,0,Snowy,16025.07,605,100,W1
2026-04-29,Huda Beauty Rose Gold Remastered Eyeshadow,37,901.79,4.11,452,4.8,0,0,Sunny,42729.14,998,100,W1
2026-04-29,MAC Studio Fix Powder Plus Foundation,60,2058.23,16.71,917,3.9,0,0,Sunny,37726.4,977,0,W3
2026-04-30,Lakme Absolute Skin Natural Mousse,34,542.3,23.03,487,4.4,0,0,Sunny,47882.13,972,0,W2
2026-04-30,Revlon Colorstay Liquid Eyeliner,58,4125.89,10.92,503,4.3,1,0,Snowy,39041.32,888,50,W1
2026-04-30,Bobbi Brown Instant Full Cover Concealer,61,2741.23,26.63,161,3.7,1,0,Sunny,21571.72,726,100,W2
2026-04-30,The Ordinary Niacinamide 10% + Zinc 1% Serum,39,4356.36,15.4,591,4.6,0,0,Stormy,17588.53,630,100,W3
2026-04-30,MAC Studio Fix Powder Plus Foundation,36,1763.95,13.97,252,3.8,0,0,Sunny,23211.82,761,0,W1
2026-04-30,Huda Beauty Rose Gold Remastered Eyeshadow,42,3997.67,4.58,494,4.7,0,0,Sunny,37898.79,536,0,W3
2026-04-30,L'Oreal Paris Voluminous Mascara,63,3648.44,9.88,958,3.5,0,0,Sunny,14845.42,1021,0,W3
2026-04-30,Nykaa Matte Nail Enamel,70,2684.91,29.03,138,3.9,0,1,Sunny,17056.56,909,0,W2
2026-04-30,Maybelline Superstay Matte Ink Lipstick,77,2532.07,7.49,809,4.0,0,0,Snowy,19906.73,886,0,W3
2026-05-01,The Ordinary Niacinamide 10% + Zinc 1% Serum,34,2997.35,21.14,222,4.8,0,0,Sunny,13267.21,860,0,W2
2026-05-01,Nykaa Matte Nail Enamel,8,2083.07,17.54,516,4.4,0,0,Sunny,16834.55,755,200,W1
2026-05-01,Revlon Colorstay Liquid Eyeliner,40,4309.87,4.2,313,3.7,0,1,Stormy,25569.55,754,50,W1
2026-05-01,Lakme Absolute Skin Natural Mousse,23,707.61,10.95,570,4.9,1,0,Rainy,10847.14,893,0,W1
2026-05-01,MAC Studio Fix Powder Plus Foundation,87,4600.15,24.66,399,3.5,0,0,Snowy,36914.91,833,0,W2
2026-05-02,Huda Beauty Rose Gold Remastered Eyeshadow,90,1022.51,17.97,369,3.9,0,1,Rainy,45953.79,973,50,W3
2026-05-02,L'Oreal Paris Voluminous Mascara,55,4462.81,13.85,286,4.9,0,0,Rainy,11058.15,627,0,W2
2026-05-02,MAC Studio Fix Powder Plus Foundation,43,4820.56,4.96,467,4.6,0,0,Rainy,13923.31,812,50,W3
2026-05-02,Maybelline Superstay Matte Ink Lipstick,25,2575.26,7.29,144,4.6,0,0,Sunny,5401.0,693,0,W1
2026-05-02,Lakme Absolute Skin Natural Mousse,21,4717.91,2.2,800,5.0,0,0,Sunny,9101.89,828,200,W1
2026-05-02,Revlon Colorstay Liquid Eyeliner,49,2659.19,11.24,774,4.0,0,0,Sunny,13490.57,911,50,W1
2026-05-02,Bobbi Brown Instant Full Cover Concealer,76,3466.53,16.37,895,3.7,0,0,Rainy,35722.0,971,100,W3
2026-05-02,Clinique Moisture Surge Hydrator,60,1543.87,17.91,221,3.7,0,0,Rainy,7874.44,751,50,W2
2026-05-03,Maybelline Superstay Matte Ink Lipstick,8,880.93,0.97,457,4.4,0,0,Snowy,29736.67,664,0,W1
2026-05-03,Huda Beauty Rose Gold Remastered Eyeshadow,68,3733.32,25.36,645,4.0,0,1,Snowy,15158.83,713,0,W2
2026-05-03,MAC Studio Fix Powder Plus Foundation,59,4796.49,17.32,730,4.7,1,0,Sunny,49340.82,789,0,W3
2026-05-03,Bobbi Brown Instant Full Cover Concealer,54,596.05,5.64,648,3.8,1,0,Sunny,34576.35,735,100,W1
2026-05-03,Nykaa Matte Nail Enamel,53,818.91,28.81,681,4.1,0,0,Rainy,48611.89,992,0,W1
2026-05-04,The Ordinary Niacinamide 10% + Zinc 1% Serum,51,4471.97,2.89,442,3.9,0,0,Sunny,41352.01,740,0,W2
2026-05-04,Bobbi Brown Instant Full Cover Concealer,77,2601.42,11.5,398,3.9,0,0,Sunny,6395.97,518,0,W2
2026-05-04,Lakme Absolute Skin Natural Mousse,33,1876.76,11.35,271,4.1,0,0,Sunny,6673.72,853,100,W2
2026-05-04,Huda Beauty Rose Gold Remastered Eyeshadow,34,4121.98,11.14,288,4.0,0,0,Sunny,43564.74,664,100,W3
2026-05-04,MAC Studio Fix Powder Plus Foundation,77,2428.41,10.35,595,4.9,0,0,Sunny,19324.28,888,0,W1
2026-05-05,Huda Beauty Rose Gold Remastered Eyeshadow,72,4105.79,21.48,193,3.9,0,0,Sunny,32744.39,818,0,W1
2026-05-05,L'Oreal Paris Voluminous Mascara,65,1977.39,13.34,712,3.8,0,0,Sunny,43557.66,894,0,W1
2026-05-05,Lakme Absolute Skin Natural Mousse,42,1676.38,12.68,626,4.9,1,0,Sunny,14593.74,921,100,W3
2026-05-05,The Ordinary Niacinamide 10% + Zinc 1% Serum,59,1765.81,1.19,951,4.4,0,0,Sunny,18648.72,1010,0,W3
2026-05-05,Revlon Colorstay Liquid Eyeliner,52,1453.09,14.22,604,4.8,0,0,Sunny,36653.81,792,0,W3
2026-05-05,Maybelline Superstay Matte Ink Lipstick,33,2260.85,19.43,287,4.6,1,1,Sunny,17903.93,829,50,W1
2026-05-05,Nykaa Matte Nail Enamel,5,1001.93,23.99,815,4.0,0,0,Sunny,41001.12,820,50,W3
2026-05-06,The Ordinary Niacinamide 10% + Zinc 1% Serum,60,940.82,1.68,675,3.7,0,0,Rainy,13893.2,896,0,W3
2026-05-06,Maybelline Superstay Matte Ink Lipstick,42,2286.81,6.23,825,3.9,0,0,Sunny,16095.54,867,100,W2
2026-05-06,Nykaa Matte Nail Enamel,13,3362.54,20.68,301,3.8,0,0,Sunny,19634.25,971,50,W2
2026-05-06,Revlon Colorstay Liquid Eyeliner,52,1378.03,14.41,457,4.3,1,0,Rainy,37133.75,851,50,W3
2026-05-06,Clinique Moisture Surge Hydrator,52,2305.04,24.96,418,4.6,0,1,Rainy,21608.83,540,50,W3
2026-05-06,Bobbi Brown Instant Full Cover Concealer,53,3400.21,6.58,404,3.9,1,0,Snowy,20687.65,545,0,W1
2026-05-06,MAC Studio Fix Powder Plus Foundation,27,3568.51,5.25,381,4.8,1,0,Sunny,22901.5,556,100,W1
2026-05-06,L'Oreal Paris Voluminous Mascara,35,639.19,12.25,522,4.3,1,0,Rainy,24780.52,620,50,W1
2026-05-06,Lakme Absolute Skin Natural Mousse,45,4914.1,13.96,383,4.2,0,1,Sunny,48882.94,566,50,W2
2026-05-07,Clinique Moisture Surge Hydrator,35,2210.36,11.85,653,4.2,0,0,Rainy,39872.1,887,0,W2
2026-05-07,MAC Studio Fix Powder Plus Foundation,34,3188.88,28.5,249,4.3,0,0,Snowy,15400.41,995,0,W2
2026-05-07,Lakme Absolute Skin Natural Mousse,72,4539.1,23.01,457,3.8,0,0,Sunny,46683.15,710,50,W2
2026-05-07,Huda Beauty Rose Gold Remastered Eyeshadow,29,4457.84,17.68,800,4.0,1,0,Rainy,29474.88,829,50,W3
2026-05-07,Bobbi Brown Instant Full Cover Concealer,5,4544.86,5.23,672,4.4,0,0,Sunny,35679.18,703,0,W2
2026-05-08,L'Oreal Paris Voluminous Mascara,77,1474.58,1.12,541,4.9,0,0,Rainy,47579.2,804,0,W1
2026-05-08,Maybelline Superstay Matte Ink Lipstick,52,2079.51,4.81,323,3.5,0,0,Sunny,21233.48,608,0,W3
2026-05-08,The Ordinary Niacinamide 10% + Zinc 1% Serum,0,2639.09,15.65,460,3.8,1,0,Rainy,21783.7,888,50,W3
2026-05-08,Nykaa Matte Nail Enamel,84,923.28,23.38,720,3.8,0,0,Rainy,7658.28,804,0,W3
2026-05-08,MAC Studio Fix Powder Plus Foundation,67,3232.15,2.7,1040,4.3,1,0,Stormy,43274.27,1107,100,W3
2026-05-08,Bobbi Brown Instant Full Cover Concealer,62,2895.92,13.11,938,4.0,0,0,Sunny,34067.39,1000,100,W1
2026-05-09,The Ordinary Niacinamide 10% + Zinc 1% Serum,52,4964.76,12.05,638,4.5,1,0,Rainy,16985.13,790,100,W2
2026-05-09,L'Oreal Paris Voluminous Mascara,84,4818.8,7.65,653,4.1,0,0,Sunny,33016.2,737,50,W2
2026-05-09,Huda Beauty Rose Gold Remastered Eyeshadow,18,3262.78,20.68,257,4.8,0,0,Sunny,32744.84,716,0,W1
2026-05-09,Bobbi Brown Instant Full Cover Concealer,29,3734.48,23.21,845,4.4,0,0,Sunny,49737.0,993,50,W3
2026-05-09,Clinique Moisture Surge Hydrator,64,752.15,3.54,194,3.8,0,0,Sunny,14232.97,942,0,W3
2026-05-09,Nykaa Matte Nail Enamel,53,3596.36,9.46,632,3.6,0,0,Sunny,37335.52,685,100,W1
2026-05-09,Maybelline Superstay Matte Ink Lipstick,60,4522.12,17.65,536,4.0,0,0,Sunny,44866.67,756,50,W2
2026-05-09,Revlon Colorstay Liquid Eyeliner,64,1707.22,2.13,688,4.1,0,0,Rainy,43612.22,935,0,W3
2026-05-10,Huda Beauty Rose Gold Remastered Eyeshadow,31,953.04,6.46,330,4.9,0,0,Stormy,28611.32,955,0,W2
2026-05-10,Maybelline Superstay Matte Ink Lipstick,56,4802.63,19.47,438,4.1,0,0,Snowy,47213.02,551,0,W1
2026-05-10,The Ordinary Niacinamide 10% + Zinc 1% Serum,76,2713.2,10.55,224,4.7,0,0,Rainy,38035.06,862,200,W2
2026-05-10,MAC Studio Fix Powder Plus Foundation,53,3630.28,2.07,668,4.9,0,0,Sunny,21726.16,721,0,W3
2026-05-10,L'Oreal Paris Voluminous Mascara,38,948.69,25.31,358,4.6,0,0,Sunny,39209.07,572,0,W3
2026-05-10,Revlon Colorstay Liquid Eyeliner,33,3230.6,11.99,452,4.0,0,0,Rainy,37378.82,513,100,W1
2026-05-10,Clinique Moisture Surge Hydrator,36,1739.9,23.36,591,4.5,0,0,Rainy,42931.91,953,50,W2
2026-05-10,Nykaa Matte Nail Enamel,81,3293.85,20.2,434,4.4,0,0,Sunny,11930.59,809,200,W1
2026-05-10,Lakme Absolute Skin Natural Mousse,72,4049.97,14.01,325,4.1,0,0,Sunny,35459.91,908,0,W2
2026-05-11,Revlon Colorstay Liquid Eyeliner,83,3664.47,15.25,683,5.0,0,0,Sunny,47217.37,766,0,W3
2026-05-11,Maybelline Superstay Matte Ink Lipstick,33,4709.42,0.02,415,4.6,0,1,Snowy,21048.56,754,200,W2
2026-05-11,L'Oreal Paris Voluminous Mascara,52,3964.77,3.06,755,4.3,0,0,Sunny,31357.05,983,50,W1
2026-05-11,Clinique Moisture Surge Hydrator,52,1972.56,18.17,364,3.7,1,0,Sunny,15705.93,739,100,W3
2026-05-11,The Ordinary Niacinamide 10% + Zinc 1% Serum,31,4134.39,26.81,565,4.0,0,0,Rainy,43435.27,756,0,W3
2026-05-11,Huda Beauty Rose Gold Remastered Eyeshadow,42,542.26,25.67,197,4.9,1,0,Sunny,36431.99,793,0,W2
2026-05-11,Bobbi Brown Instant Full Cover Concealer,40,860.47,9.81,447,4.7,1,1,Snowy,37305.93,919,50,W3
2026-05-11,Lakme Absolute Skin Natural Mousse,55,1995.87,12.2,548,4.5,0,0,Sunny,21130.02,603,0,W3
2026-05-12,L'Oreal Paris Voluminous Mascara,55,4631.55,18.18,349,3.6,1,0,Sunny,18389.02,553,0,W1
2026-05-12,Maybelline Superstay Matte Ink Lipstick,54,2771.91,24.58,584,4.3,0,0,Snowy,5747.94,668,0,W2
2026-05-12,Revlon Colorstay Liquid Eyeliner,35,4414.37,27.43,341,4.2,1,0,Sunny,16129.15,877,50,W2
2026-05-12,Nykaa Matte Nail Enamel,32,4776.97,29.36,253,5.0,0,0,Snowy,18281.84,774,50,W3
2026-05-12,Huda Beauty Rose Gold Remastered Eyeshadow,15,4948.86,3.05,144,4.5,0,0,Stormy,6356.7,618,50,W3
2026-05-12,Clinique Moisture Surge Hydrator,49,4031.82,3.3,440,4.6,1,0,Rainy,12764.11,990,100,W1
2026-05-13,Clinique Moisture Surge Hydrator,22,1214.84,23.26,805,3.6,1,0,Stormy,17490.56,827,100,W1
2026-05-13,Revlon Colorstay Liquid Eyeliner,26,3186.31,23.79,709,4.1,0,0,Sunny,36859.09,747,0,W1
2026-05-13,Bobbi Brown Instant Full Cover Concealer,15,1512.42,29.81,453,4.8,0,0,Stormy,29376.07,824,0,W3
2026-05-13,Huda Beauty Rose Gold Remastered Eyeshadow,69,3084.22,26.56,350,4.5,1,0,Sunny,26361.48,526,50,W2
2026-05-13,The Ordinary Niacinamide 10% + Zinc 1% Serum,48,1590.28,24.89,661,4.4,0,0,Rainy,12116.15,709,0,W1
2026-05-13,Nykaa Matte Nail Enamel,36,615.94,7.66,651,3.6,0,0,Rainy,26841.58,687,0,W3
2026-05-14,The Ordinary Niacinamide 10% + Zinc 1% Serum,24,1856.32,17.63,611,4.8,1,1,Stormy,41090.53,700,0,W2
2026-05-14,L'Oreal Paris Voluminous Mascara,82,3331.23,25.59,257,4.7,1,0,Sunny,16119.57,626,0,W1
